OPERATEUR;FILIERE;Année;code region;Nom Région;CODE CATEGORIE CONSOMMATION;CODE GRAND SECTEUR;CODE SECTEUR NAF2;Nb sites;Conso totale (MWh);Conso moyenne (MWh);Nombre de mailles secretisées;Part thermosensible (%);Conso totale à usages thermosensibles (MWh);Conso totale à usages non thermosensibles (MWh);Thermosensibilité totale (kWh DJU);Conso totale corrigée de l'aléa climatique à usages thermosensibles (MWh);Conso moyenne à usages thermosensibles (MWh);Conso moyenne à usages non thermosensibles (MWh);Thermosensibilité moyenne (kWh DJU);Conso moyenne corrigée de l'aléa climatique à usages thermosensibles (MWh);DJU à TR;DJU à TN;Nombre d'habitants;Taux de logements collectifs;Taux de résidences principales;Superficie des logements <30 m2;Superficie des logements 30 à 40 m2;Superficie des logements 40 à 60 m2;Superficie des logements 60 à 80 m2;Superficie des logements 80 à 100 m2;Superficie des logements >100 m2;Résidences principales avant 1919;Résidences principales de 1919 à 1945;Résidences principales de 1946 à 1970;Résidences principales de 1971 à 1990;Résidences principales de 1991 à 2005;Résidences principales de 2006 à 2015;Résidences principales après 2016;Taux de chauffage électrique
Enedis;Electricité;2023;53;Bretagne;RES;RESIDENTIEL;;1974096;8272601.278;4.191;47;21.05;1741399.647;6531201.632;1503870.323;1990092.55;0.882;3.308;0.762;1.008;1157.945;1323.314;3373835;359.598757515189;1534.16353235726;49492.9737842986;64086.7950244177;185036.695364175;292877.249189068;356439.514875792;588041.994752853;150821.381299378;99504.279348013;281127.937620158;456507.967583996;285562.638209921;224823.913435178;37627.1054939606;560.303587225277
Coopérative d'électricité de Villiers sur Marne;Electricité;2023;11;Île-de-France;RES;RESIDENTIEL;;14381;41364.133;2.87630435991934;0;;;;;;;;;;;;12271794;3370.18648472608;4978.7823618327;541591.895649932;534536.507863224;1133518.02741352;1239527.35390795;835665.541041888;936459.608664424;611667.188890986;583255.372075313;1317588.61550672;1512244.18801075;677458.292047691;436899.563909523;82185.7140999547;1395.9620232811
EdF-SEI;Electricité;2023;04;La Réunion;RES;RESIDENTIEL;;379702;1294536.109;3.40934761734202;20;;;;;;;;;;;;863083;92.7974402405138;314.521834738842;11601.1006018772;19754.1440943879;54957.9441442568;92751.3451447741;84080.6834990261;69254.4279717445;1174.60837360965;3194.73287235533;32399.0450287197;93324.6904691553;120039.912387997;69111.1059913197;13155.5503329098;
Electricité de Mayotte;Electricité;2023;06;Mayotte;RES;RESIDENTIEL;;50716;205679.2511;4.0555101171228;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies Services Occitans;Gaz;2023;76;Occitanie;RES;RESIDENTIEL;;5519;71053.49;12.8743413661895;1;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Energies et Services Sarre-Union;Electricité;2023;44;Grand Est;RES;RESIDENTIEL;;1436;5715.489;3.98014554317549;0;;;;;;;;;;;;5563027;1167.37626859034;5684.57700976651;75265.2034445273;90270.7194661602;286981.292825926;500256.570332924;591897.623305467;942766.883653075;304029.356971487;260216.591365052;589085.335930904;682296.012253103;358881.954914575;250226.630187452;42702.4114055059;983.049328437156
Energies et Services ville d'Amneville;Electricité;2023;44;Grand Est;RES;RESIDENTIEL;;11004;40337.555;3.66571746637586;0;;;;;;;;;;;;5563027;1167.37626859034;5684.57700976651;75265.2034445273;90270.7194661602;286981.292825926;500256.570332924;591897.623305467;942766.883653075;304029.356971487;260216.591365052;589085.335930904;682296.012253103;358881.954914575;250226.630187452;42702.4114055059;983.049328437156
Energies-services Sainte Marie aux Chênes;Electricité;2023;44;Grand Est;RES;RESIDENTIEL;;2156;8923.214;4.13878200371057;0;;;;;;;;;;;;5563027;1167.37626859034;5684.57700976651;75265.2034445273;90270.7194661602;286981.292825926;500256.570332924;591897.623305467;942766.883653075;304029.356971487;260216.591365052;589085.335930904;682296.012253103;358881.954914575;250226.630187452;42702.4114055059;983.049328437156
Gascogne Energies Services;Gaz;2023;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;2329;20277.53;8.70653928724774;6;;;;;;;;;;;;6034388;687.697878993162;4494.76273578504;97955.2105804311;124317.196658794;312651.210539777;508986.989450434;685797.733828721;1071024.59216753;442074.741477379;208485.348565919;474033.744403112;759883.953363309;463829.694216129;384441.694765854;67983.756433986;1462.75032960558
Gedia;Electricité;2023;24;Centre-Val de Loire;RES;RESIDENTIEL;;14313;56010.232;3.91324194787955;1;;;;;;;;;;;;2574863;281.764571487062;1907.94128080951;34276.1120853461;47507.9186614634;141539.461461758;251813.199759989;300074.575960875;388857.7590609;200684.356138749;87260.0323434635;222651.004533442;356725.279109498;163083.457740368;116534.329361552;17130.5677632583;608.857990452937
GÉRÉDIS;Electricité;2023;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;134919;809814.509;6.00222732898999;20;;;;;;;;;;;;6034388;687.697878993162;4494.76273578504;97955.2105804311;124317.196658794;312651.210539777;508986.989450434;685797.733828721;1071024.59216753;442074.741477379;208485.348565919;474033.744403112;759883.953363309;463829.694216129;384441.694765854;67983.756433986;1462.75032960558
Primeo Réseau de Distribution;Electricité;2023;44;Grand Est;RES;RESIDENTIEL;;17420;62523.0;3.58915040183697;0;;;;;;;;;;;;5563027;1167.37626859034;5684.57700976651;75265.2034445273;90270.7194661602;286981.292825926;500256.570332924;591897.623305467;942766.883653075;304029.356971487;260216.591365052;589085.335930904;682296.012253103;358881.954914575;250226.630187452;42702.4114055059;983.049328437156
Régie Services Energie;Electricité;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;10145;61644.144;6.07630793494332;1;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
Régie communale du câble et d'électricité de Montataire;Electricité;2023;32;Hauts-de-France;RES;RESIDENTIEL;;5424;17700.121;3.26329664454277;0;;;;;;;;;;;;5998113;694.74808676016;4770.15916613199;80987.666646486;112306.406379546;337032.822872267;572569.480531121;700559.729794861;748756.558614428;259590.428675429;428535.706976793;600250.80797079;680147.076657731;301111.631378827;242387.955013036;40189.0581660997;1082.73907904424
Régie d'Electricité de Thônes;Electricité;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;19823;74948.12;3.78086667002976;0;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
Régie d'électricité d'Elbeuf;Electricité;2023;28;Normandie;RES;RESIDENTIEL;;8824;39385.396;4.4634401631913;0;;;;;;;;;;;;3329681;488.321449267846;2919.6218065052;50630.8526276116;74105.0983634587;201495.983410591;337450.098340692;374621.3066277;462704.529637998;229434.124626913;114562.134823605;329224.392042763;428514.771453241;206361.888533534;165022.508638298;27888.0488896985;934.918276375162
Régie d'électricité de Bitche;Electricité;2023;44;Grand Est;RES;RESIDENTIEL;;2181;8554.841;3.92243970655663;0;;;;;;;;;;;;5563027;1167.37626859034;5684.57700976651;75265.2034445273;90270.7194661602;286981.292825926;500256.570332924;591897.623305467;942766.883653075;304029.356971487;260216.591365052;589085.335930904;682296.012253103;358881.954914575;250226.630187452;42702.4114055059;983.049328437156
Régie d'électricité du syndicat du sud de La Réole;Electricité;2023;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;5468;31184.324;5.70305852231163;0;;;;;;;;;;;;6034388;687.697878993162;4494.76273578504;97955.2105804311;124317.196658794;312651.210539777;508986.989450434;685797.733828721;1071024.59216753;442074.741477379;208485.348565919;474033.744403112;759883.953363309;463829.694216129;384441.694765854;67983.756433986;1462.75032960558
Régie municipale d'électricité d'Arignac;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;467;1978.0;4.2355460385439;0;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;RES;RESIDENTIEL;;11158;39433.643;3.53411390930274;0;;;;;;;;;;;;5998113;694.74808676016;4770.15916613199;80987.666646486;112306.406379546;337032.822872267;572569.480531121;700559.729794861;748756.558614428;259590.428675429;428535.706976793;600250.80797079;680147.076657731;301111.631378827;242387.955013036;40189.0581660997;1082.73907904424
Régie municipale d'électricité de Varilhes;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;2178;9267.0;4.25482093663912;0;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Régie municipale d'électricité de l'Hospitalet Pres l'Andorre;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;101;141.0;1.3960396039604;0;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Régie municipale gaz électricité de Bonneville;Electricité;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;7044;23676.732;3.36126235093697;0;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
Régie municipale multiservices de La Réole;Electricité;2023;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;2637;8595.809;3.2596924535457;1;;;;;;;;;;;;6034388;687.697878993162;4494.76273578504;97955.2105804311;124317.196658794;312651.210539777;508986.989450434;685797.733828721;1071024.59216753;442074.741477379;208485.348565919;474033.744403112;759883.953363309;463829.694216129;384441.694765854;67983.756433986;1462.75032960558
Régie municipale électrique Les Houches;Electricité;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;4142;21895.087;5.28611467889908;0;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
Régie électrique municipale de Mont Louis;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;221;726.0;3.28506787330317;0;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Régie électrique municipale de Saint Laurent de Cerdans;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;939;2528.296;2.69254100106496;0;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
Régies municipales électriques de Capvern;Electricité;2023;76;Occitanie;RES;RESIDENTIEL;;936;3118.237;3.33144978632479;0;;;;;;;;;;;;5974010;933.923137247819;4367.88212422654;122287.982740887;147695.416873066;361478.265149108;522527.12505785;645997.227493115;931091.614009506;357280.911725808;166623.983701284;460035.179042394;753961.515315188;530291.64337349;389051.454793946;73832.9433714233;1696.19785545941
SAEML Hunelec;Electricité;2023;44;Grand Est;RES;RESIDENTIEL;;4085;12072.475;2.9553182374541;0;;;;;;;;;;;;5563027;1167.37626859034;5684.57700976651;75265.2034445273;90270.7194661602;286981.292825926;500256.570332924;591897.623305467;942766.883653075;304029.356971487;260216.591365052;589085.335930904;682296.012253103;358881.954914575;250226.630187452;42702.4114055059;983.049328437156
SICAE Est;Electricité;2023;27;Bourgogne-Franche-Comté;RES;RESIDENTIEL;;14292;69796.169;4.88358305345648;3;;;;;;;;;;;;2801822;627.852992267529;3582.32347875765;37579.3982298603;52598.7054420233;153460.697812992;273700.626597013;322386.506832987;457270.955808686;253924.61003292;106541.386109396;256809.049995984;361154.905875687;176018.523227683;123212.000055388;19336.4154265021;629.895116430448
SICAE Est;Electricité;2023;44;Grand Est;RES;RESIDENTIEL;;4875;20405.597;4.18576348717949;0;;;;;;;;;;;;5563027;1167.37626859034;5684.57700976651;75265.2034445273;90270.7194661602;286981.292825926;500256.570332924;591897.623305467;942766.883653075;304029.356971487;260216.591365052;589085.335930904;682296.012253103;358881.954914575;250226.630187452;42702.4114055059;983.049328437156
SICAE Oise;Electricité;2023;32;Hauts-de-France;RES;RESIDENTIEL;;73294;416519.787;5.68286335852867;3;;;;;;;;;;;;5998113;694.74808676016;4770.15916613199;80987.666646486;112306.406379546;337032.822872267;572569.480531121;700559.729794861;748756.558614428;259590.428675429;428535.706976793;600250.80797079;680147.076657731;301111.631378827;242387.955013036;40189.0581660997;1082.73907904424
SICAE de l'Aisne;Electricité;2023;32;Hauts-de-France;RES;RESIDENTIEL;;21110;100989.42;4.78396115585031;3;;;;;;;;;;;;5998113;694.74808676016;4770.15916613199;80987.666646486;112306.406379546;337032.822872267;572569.480531121;700559.729794861;748756.558614428;259590.428675429;428535.706976793;600250.80797079;680147.076657731;301111.631378827;242387.955013036;40189.0581660997;1082.73907904424
SICAE de la Somme et du Cambraisis;Electricité;2023;32;Hauts-de-France;RES;RESIDENTIEL;;27155;152846.0;5.62865034063708;0;;;;;;;;;;;;5998113;694.74808676016;4770.15916613199;80987.666646486;112306.406379546;337032.822872267;572569.480531121;700559.729794861;748756.558614428;259590.428675429;428535.706976793;600250.80797079;680147.076657731;301111.631378827;242387.955013036;40189.0581660997;1082.73907904424
SICAE de la vallée du Sausseron;Electricité;2023;11;Île-de-France;RES;RESIDENTIEL;;7166;43207.0;6.02944459949763;0;;;;;;;;;;;;12271794;3370.18648472608;4978.7823618327;541591.895649932;534536.507863224;1133518.02741352;1239527.35390795;835665.541041888;936459.608664424;611667.188890986;583255.372075313;1317588.61550672;1512244.18801075;677458.292047691;436899.563909523;82185.7140999547;1395.9620232811
Syndicat d'électricité synergie Maurienne;Electricité;2023;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;2739;12076.0;4.40890836071559;0;;;;;;;;;;;;8079090;1563.21435521685;4549.64335773132;134040.335934205;172260.490051132;513514.72891083;806850.41808726;826707.079974816;1122131.15868475;448972.066592373;245315.781373412;717526.377802301;1022852.81841987;593842.632776522;462851.283044829;84143.2516336899;1199.97843954964
Synelva;Gaz;2023;24;Centre-Val de Loire;RES;RESIDENTIEL;;268;3519.613;13.1328843283582;0;;;;;;;;;;;;2574863;281.764571487062;1907.94128080951;34276.1120853461;47507.9186614634;141539.461461758;251813.199759989;300074.575960875;388857.7590609;200684.356138749;87260.0323434635;222651.004533442;356725.279109498;163083.457740368;116534.329361552;17130.5677632583;608.857990452937
Enedis;Electricité;2020;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;3152330;15233253.1773053;4.83237896327646;0;21.4;3259812.33249922;11973440.8448061;2678982.89138301;3834298.46829709;1.034096155066;3.79828280821046;0.849842145772495;1.21633790507247;1216.80968661071;1431.25156962748;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;3196980;16108085.9111068;5.03853196175978;0;20.74;3341461.59386745;12766624.3172393;2229567.32031501;3170096.43252908;1.04519314911806;3.99333881264172;0.697397956920284;0.991590949123572;1498.70405949229;1421.84378271259;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;76;Occitanie;RES;RESIDENTIEL;;3480433;16585492.2455294;4.76535311713497;0;20.36;3377252.40112359;13208239.8444058;2216229.796326;3229254.04084746;0.970354091322428;3.79499902581255;0.636768412529705;0.927831117808463;1523.87284329554;1457.09350456384;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;32;Hauts-de-France;RES;RESIDENTIEL;;2636635;11996059.5187308;4.54976116099908;115;25.14;3015376.27159811;8980683.24713271;1465905.5598592;2944155.76636817;1.14364569673015;3.40611546426893;0.555975916218663;1.11663380269479;2057.0058223176;2008.42117458847;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;52;Pays de la Loire;RES;RESIDENTIEL;;2063358;9391515.48;4.552;0;15.02;1410990.914;7980524.566;1606605.909;2069988.972;0.684;3.868;0.779;1.003;878.243;1288.424;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;53;Bretagne;RES;RESIDENTIEL;;1892332;8843181.45296087;4.6731659417908;0;20.38;1802488.62486018;7040692.82810069;1574585.803204;2094670.85875841;0.952522403500115;3.72064353829068;0.832087500081382;1.10692566566459;1144.7382677987;1330.29959656446;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;4262584;18207085.691;4.271;0;15.09;2746691.517;15460394.174;1991920.556;3690643.6;0.644;3.627;0.467;0.866;1378.916;1852.807;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;4210982;19880421.1693808;4.7210890878614;0;22.69;4510689.2334216;15369731.9359592;2137681.487062;4145203.82464062;1.07117276526511;3.64991632259629;0.507644413360589;0.984379373894408;2110.08480951062;1939.11200042142;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;3232410;14839744.118;4.591;0;13.7;2032650.035;12807094.083;2112956.961;2823742.52;0.629;3.962;0.654;0.874;961.993;1336.394;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;3124050;15093355.4579635;4.83134247466062;0;25.65;3871340.90103342;11222014.5569301;2835419.504693;4034440.6058984;1.23920580689599;3.59213666776463;0.907610154988878;1.29141358361691;1365.35031046581;1422.87255879451;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;28;Normandie;RES;RESIDENTIEL;;1783513;8319288.876;4.665;0;18.66;1552700.177;6766588.699;1376169.402;2151349.949;0.871;3.794;0.772;1.206;1128.277;1563.289;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;27;Bourgogne-Franche-Comté;RES;RESIDENTIEL;;1505607;7161097.95974773;4.75628630827814;0;22.98;1645811.6312701;5515286.32847762;770091.686626999;1467629.98834197;1.09312166539482;3.66316464288332;0.511482536031646;0.974776278498948;2137.1632233543;1905.78604317907;;;;;;;;;;;;;;;;;
Enedis;Electricité;2021;28;Normandie;RES;RESIDENTIEL;;1770088;9285611.27862696;5.24584725653581;0;28.58;2653589.73652675;6632021.54210022;1495850.927054;2391624.9827926;1.49912870802285;3.74671854851296;0.845071503255205;1.35113338025714;1773.96670251952;1598.83912195902;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;4115713;18581926.9820891;4.51487433212401;0;26.26;4880511.32857103;13701415.6535181;2551878.005655;4936989.4054886;1.18582401848016;3.32905031364385;0.620033030887966;1.1995465683561;1912.51749407916;1934.64945994603;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;3356874;15962256.762303;4.75509559259685;0;28.54;4555274.1410163;11406982.6212867;3368553.33390428;5047885.2969013;1.3569988450613;3.39809674753555;1.00347922915912;1.50374583523281;1352.29390467645;1498.53209865928;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;93;Provence-Alpes-Côte d'Azur;RES;RESIDENTIEL;;2998054;14710927.1418907;4.90682527462504;96;26.53;3902247.05393958;10808680.0879511;2871800.8793303;4039179.68401805;1.30159331817892;3.60523195644613;0.957888309993849;1.34726715530075;1358.81532804934;1406.49712627708;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;52;Pays de la Loire;RES;RESIDENTIEL;;1990145;9726121.44856898;4.88714211706634;54;23.75;2309467.92156064;7416653.52700835;1741159.253524;2384852.96968829;1.16045208844614;3.7266900286202;0.874890650442054;1.19833126213833;1326.39671924691;1369.69261419453;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;27;Bourgogne-Franche-Comté;RES;RESIDENTIEL;;1514006;6504671.115;4.296;0;15.4;1001593.337;5503077.778;723065.306;1314531.538;0.662;3.635;0.478;0.868;1385.205;1817.998;;;;;;;;;;;;;;;;;
Enedis;Electricité;2022;93;Provence-Alpes-Côte d'Azur;RES;RESIDENTIEL;;3108573;14290072.615;4.597;0;13.03;1862221.313;12427851.302;1828008.998;2524454.915;0.599;3.998;0.588;0.812;1018.716;1380.986;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;24;Centre-Val de Loire;RES;RESIDENTIEL;;1255960;6517922.63998535;5.18959412718984;0;29.03;1891968.19713641;4625954.44284894;1226602.36924;1963167.38101133;1.5063920802704;3.68320204691944;0.976625345743496;1.56308113396234;1542.44622754859;1600.49208304375;;;;;;;;;;;;;;;;;
Enedis;Electricité;2018;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;4069535;18491762.2852314;4.54394968595463;0;30.69;5675998.5959647;12815763.6892667;3130190.50692835;6086633.53124023;1.39475360107843;3.1491960848762;0.769176455523383;1.49565823398502;1813.30771510599;1944.49300059153;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;44;Grand Est;RES;RESIDENTIEL;;2010424;9342790.75949279;4.64717430725697;0;22.6;2111119.96105787;7231670.79843492;1026347.559288;2218330.14341466;1.050086927463;3.59708737979397;0.510512985961169;1.10341407753521;2056.92500747252;2161.38297727679;;;;;;;;;;;;;;;;;
Enedis;Electricité;2020;93;Provence-Alpes-Côte d'Azur;RES;RESIDENTIEL;;3037384;14712618.9777707;4.84384555188633;0;19.57;2879873.37203666;11832745.605734;2108218.410089;3014512.62172064;0.948142668834979;3.89570288305135;0.694090180921806;0.992470040574601;1366.02230502061;1429.88629987032;;;;;;;;;;;;;;;;;
Enedis;Electricité;2019;11;Île-de-France;RES;RESIDENTIEL;;5756053;22146242.5421255;3.84747022692902;0;24.04;5324588.25894859;16821654.2831769;3389123.338539;5229417.45122305;0.925041562151805;2.92242866477722;0.588792934766063;0.908507522641478;1571.08128771847;1543.00004126653;;;;;;;;;;;;;;;;;
Antargaz-Finagaz;Gaz;2020;28;Normandie;RES;RESIDENTIEL;;190;2939.0;15.4684210526316;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Antargaz-Finagaz;Gaz;2020;44;Grand Est;RES;RESIDENTIEL;;53;1027.0;19.377358490566;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Antargaz-Finagaz;Gaz;2022;44;Grand Est;RES;RESIDENTIEL;;58;983.74;16.9610344827586;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arc Energies Maurienne;Electricité;2020;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;2437;13374.0;5.48789495281083;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Caléo;Gaz;2019;44;Grand Est;RES;RESIDENTIEL;;9944;117319.0;11.7979686242961;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Caléo;Gaz;2020;44;Grand Est;RES;RESIDENTIEL;;10171;121586.0;11.9541834627864;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Caléo;Gaz;2021;44;Grand Est;RES;RESIDENTIEL;;11711;144416.0;12.3316540005123;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Saint Martin de Londres;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;36495;250970.0;6.87683244280038;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Saint Martin de Londres;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;36047;232058.0;6.43765084473049;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Saint Martin de Londres;Electricité;2021;76;Occitanie;RES;RESIDENTIEL;;36283;258876.628;7.13492897500207;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Saint Martin de Londres;Electricité;2022;76;Occitanie;RES;RESIDENTIEL;;36722;247901.447;6.75076104242688;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Villiers sur Marne;Electricité;2020;11;Île-de-France;RES;RESIDENTIEL;;11278;41049.338;3.63977105869835;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Villiers sur Marne;Electricité;2021;11;Île-de-France;RES;RESIDENTIEL;;13497;45780.96;3.39193598577462;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coopérative d'électricité de Villiers sur Marne;Electricité;2022;11;Île-de-France;RES;RESIDENTIEL;;14002;42666.393;3.04716419082988;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EdF-SEI;Electricité;2019;01;Guadeloupe;RES;RESIDENTIEL;;187897;678205.639;3.6094543233793;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EdF-SEI;Electricité;2019;02;Martinique;RES;RESIDENTIEL;;175645;583524.781;3.32218270374904;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EdF-SEI;Electricité;2020;01;Guadeloupe;RES;RESIDENTIEL;;188823;722439.105;3.82601221779126;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EdF-SEI;Electricité;2021;02;Martinique;RES;RESIDENTIEL;;175288;601689.581;3.43257713591347;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EdF-SEI;Electricité;2021;94;Corse;RES;RESIDENTIEL;;217260;1109139.458;5.10512500230139;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energie et services de Seyssel;Electricité;2020;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;30310;230192.0;7.59458924447377;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energie et services de Seyssel;Electricité;2021;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;26850;189460.554;7.05625899441341;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energie et services de Seyssel;Gaz;2018;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;295;6171.0;20.9186440677966;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energie et services de Seyssel;Gaz;2019;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;301;5801.0;19.2724252491694;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies Services Lannemezan;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;4166;18400.0;4.41670667306769;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies Services Lannemezan;Electricité;2019;76;Occitanie;RES;RESIDENTIEL;;3571;10927.0;3.05992719126295;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies Services Lannemezan;Electricité;2021;76;Occitanie;RES;RESIDENTIEL;;3979;18056.0;4.53782357376225;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Energies Services Lannemezan;Gaz;2021;76;Occitanie;RES;RESIDENTIEL;;2387;30245.0;12.6707163803938;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
